domain,family,complexity,seed,n,c1,c2,mean,std,gen_s,error
rock,weathered,0.900,10,512,1.403826,-0.448875,0.279666,0.043734,2.537154,
rock,weathered,1.000,7,512,2.022888,-0.084291,0.653071,0.117413,1.381420,
rock,weathered,1.000,3,512,1.673692,-0.328353,0.487250,0.080985,1.870529,
rock,granite,0.000,1,512,1.448436,-0.003460,0.531607,0.134911,0.759882,
rock,weathered,1.000,8,512,1.691799,-0.330957,0.582077,0.084206,1.179467,
rock,granite,0.000,0,512,1.455024,-0.000093,0.526876,0.130637,0.923213,
rock,weathered,1.000,9,512,1.654175,-0.338652,0.581695,0.093622,1.274474,
rock,granite,0.000,2,512,1.438034,-0.005596,0.475524,0.136985,0.838126,
rock,weathered,1.000,2,512,1.551316,-0.437054,0.366497,0.061400,2.454405,
rock,weathered,1.000,10,512,1.645242,-0.353278,0.408116,0.062864,1.392061,
rock,weathered,1.000,11,512,1.814293,-0.207477,0.614826,0.105352,1.292101,
rock,granite,0.000,4,512,1.434430,-0.000521,0.465223,0.126717,0.925668,
rock,granite,0.000,6,512,1.474711,0.005875,0.474101,0.126239,0.783183,
rock,weathered,1.000,6,512,1.544480,-0.441081,0.535577,0.086469,2.680120,
rock,granite,0.000,7,512,1.495186,0.003555,0.519931,0.127403,0.794516,
rock,granite,0.000,9,512,1.431530,0.003753,0.472344,0.122668,0.842712,
rock,granite,0.000,10,512,1.443640,-0.002835,0.544516,0.124500,0.837607,
rock,granite,0.100,0,512,1.385715,-0.013781,0.485106,0.098504,0.793947,
rock,granite,0.100,1,512,1.379019,-0.012742,0.557911,0.104786,0.836033,
rock,granite,0.100,2,512,1.367299,-0.019597,0.456288,0.106905,0.789757,
rock,granite,0.100,3,512,1.410491,-0.009033,0.507128,0.104716,0.793283,
rock,granite,0.000,3,512,1.480335,0.006960,0.519220,0.136744,1.862755,
rock,granite,0.000,8,512,1.419341,0.000274,0.523202,0.112788,1.497417,
rock,granite,0.100,5,512,1.379472,-0.016854,0.502837,0.089607,0.804454,
rock,granite,0.000,5,512,1.448956,-0.001568,0.487091,0.124893,1.899275,
rock,granite,0.100,6,512,1.407578,-0.007144,0.523299,0.094674,0.797224,
rock,granite,0.100,7,512,1.434811,-0.012918,0.576776,0.092585,0.810990,
rock,granite,0.100,8,512,1.363734,-0.015474,0.508804,0.089355,0.800427,
rock,granite,0.100,9,512,1.359888,-0.019561,0.531674,0.091024,0.812715,
rock,granite,0.000,11,512,1.431061,-0.004633,0.527008,0.114294,1.862177,
rock,granite,0.100,10,512,1.393677,-0.012516,0.533445,0.095302,0.780162,
rock,granite,0.100,11,512,1.377905,-0.020634,0.474355,0.091897,0.795189,
rock,granite,0.200,2,512,1.237910,-0.049265,0.457703,0.060191,0.812728,
rock,granite,0.200,4,512,1.251637,-0.048378,0.531655,0.054371,0.791610,
rock,granite,0.100,4,512,1.378559,-0.015101,0.492492,0.091834,1.876691,
rock,granite,0.200,5,512,1.257890,-0.047102,0.580538,0.050419,0.832981,
rock,granite,0.200,6,512,1.273059,-0.032611,0.550637,0.054913,0.801377,
rock,granite,0.200,7,512,1.297812,-0.043261,0.580702,0.056261,0.807636,
rock,granite,0.200,9,512,1.234481,-0.048612,0.517028,0.051029,0.814381,
rock,granite,0.200,10,512,1.282183,-0.039936,0.510076,0.058160,0.820127,
rock,granite,0.200,11,512,1.270280,-0.047660,0.548574,0.056639,0.840601,
rock,granite,0.200,0,512,1.259388,-0.045236,0.576055,0.051059,1.882315,
rock,granite,0.200,1,512,1.250266,-0.040104,0.553409,0.067164,1.862762,
rock,granite,0.300,0,512,1.148757,-0.074647,0.549331,0.036883,0.852802,
rock,granite,0.200,3,512,1.283262,-0.038192,0.508105,0.064630,1.828392,
rock,granite,0.300,3,512,1.161994,-0.074410,0.478002,0.041449,0.835679,
rock,granite,0.300,2,512,1.124278,-0.085871,0.520376,0.033462,0.869064,
rock,granite,0.300,4,512,1.124493,-0.088507,0.601794,0.028989,0.859218,
rock,granite,0.300,5,512,1.149961,-0.087041,0.651483,0.024852,0.865833,
rock,granite,0.300,6,512,1.160209,-0.069138,0.625723,0.027745,0.901308,
rock,granite,0.200,8,512,1.248812,-0.043953,0.556222,0.055494,1.960107,
rock,granite,0.300,7,512,1.174597,-0.078536,0.608971,0.029764,0.938918,
rock,granite,0.300,1,512,1.125707,-0.079053,0.479900,0.040624,1.717390,
rock,granite,0.300,10,512,1.175938,-0.077005,0.510223,0.032835,0.933522,
rock,granite,0.300,8,512,1.150636,-0.075131,0.571480,0.031050,0.986563,
rock,granite,0.400,0,512,1.059880,-0.115474,0.609374,0.022036,0.950876,
rock,granite,0.400,1,512,1.014948,-0.126327,0.308066,0.019561,0.945864,
rock,granite,0.400,2,512,1.037894,-0.127137,0.497471,0.017063,0.964641,
rock,granite,0.400,3,512,1.072043,-0.118368,0.538110,0.026722,0.943126,
rock,granite,0.400,4,512,1.033871,-0.130040,0.615732,0.018966,0.922417,
rock,granite,0.300,9,512,1.127717,-0.085095,0.514964,0.025803,1.703677,
rock,granite,0.400,6,512,1.074864,-0.109713,0.572564,0.023525,0.954711,
rock,granite,0.300,11,512,1.167373,-0.085100,0.694035,0.026684,1.735255,
rock,granite,0.400,7,512,1.079669,-0.121678,0.635370,0.017705,0.888905,
rock,granite,0.400,8,512,1.063192,-0.121497,0.588017,0.017010,0.934040,
rock,granite,0.400,10,512,1.085069,-0.126516,0.502475,0.021261,0.906466,
rock,granite,0.400,11,512,1.079386,-0.117511,0.777759,0.012047,0.959562,
rock,granite,0.500,0,512,0.993125,-0.159988,0.652263,0.011417,0.892949,
rock,granite,0.500,1,512,0.943338,-0.184216,0.197649,0.008082,0.928632,
rock,granite,0.400,5,512,1.077648,-0.120373,0.710286,0.013046,1.726031,
rock,granite,0.500,2,512,0.983657,-0.161648,0.454907,0.010906,0.916077,
rock,granite,0.500,4,512,0.966210,-0.173967,0.624236,0.014637,0.946768,
rock,granite,0.400,9,512,1.043844,-0.130486,0.444043,0.017523,1.757978,
rock,granite,0.500,6,512,1.011839,-0.171134,0.602535,0.014267,0.958859,
rock,granite,0.500,7,512,1.014005,-0.179926,0.576533,0.009974,0.921341,
rock,granite,0.500,8,512,0.999889,-0.180020,0.550056,0.010973,0.933914,
rock,granite,0.500,9,512,0.988843,-0.177483,0.514891,0.010619,0.959935,
rock,granite,0.500,10,512,1.024730,-0.177681,0.462165,0.012376,0.961440,
rock,granite,0.500,11,512,1.013905,-0.162712,0.846719,0.005639,0.931466,
rock,granite,0.600,1,512,0.917931,-0.237495,0.224230,0.006521,0.920327,
rock,granite,0.500,3,512,0.999416,-0.174771,0.480855,0.015365,1.708173,
rock,granite,0.500,5,512,1.035188,-0.148414,0.742119,0.007637,1.777236,
rock,granite,0.600,2,512,0.965362,-0.190668,0.627315,0.006162,0.939174,
rock,granite,0.600,4,512,0.933835,-0.227707,0.600861,0.009658,0.924123,
rock,granite,0.600,5,512,1.023169,-0.185735,0.762073,0.006104,0.932781,
rock,granite,0.600,6,512,0.973361,-0.222091,0.736795,0.008187,0.907899,
rock,granite,0.600,7,512,0.984138,-0.231651,0.755922,0.005811,0.925475,
rock,granite,0.600,8,512,0.972196,-0.228279,0.664261,0.005292,0.928937,
rock,granite,0.600,0,512,0.961782,-0.207550,0.518047,0.010249,1.754535,
rock,granite,0.600,9,512,0.992230,-0.223281,0.488948,0.007824,0.931258,
rock,granite,0.600,10,512,0.977339,-0.226276,0.517631,0.010171,0.957787,
rock,granite,0.600,3,512,0.956954,-0.220750,0.502331,0.011197,1.681419,
rock,granite,0.700,2,512,0.963018,-0.220766,0.534006,0.005124,0.881270,
rock,granite,0.700,1,512,0.941105,-0.260540,0.203066,0.003917,0.930409,
rock,granite,0.700,3,512,0.957298,-0.273398,0.598087,0.007555,0.913742,
rock,granite,0.700,4,512,0.929904,-0.274128,0.567241,0.006356,0.888056,
rock,granite,0.700,5,512,1.045130,-0.208609,0.756419,0.004684,0.955187,
rock,granite,0.700,6,512,0.973830,-0.260648,0.544536,0.010048,0.911124,
rock,granite,0.700,8,512,0.985443,-0.278130,0.593480,0.005140,0.894152,
rock,granite,0.600,11,512,0.981920,-0.208600,0.767749,0.004519,1.719605,
rock,granite,0.700,9,512,0.996232,-0.262165,0.491484,0.006892,0.953693,
rock,granite,0.700,0,512,0.981134,-0.252674,0.515292,0.005114,1.770094,
rock,granite,0.800,0,512,0.996444,-0.334552,0.602705,0.004811,0.918401,
rock,granite,0.700,11,512,0.983969,-0.254421,0.778247,0.003690,0.954146,
rock,granite,0.800,1,512,0.996540,-0.261752,0.146197,0.003186,0.927066,
rock,granite,0.800,2,512,1.021223,-0.270944,0.649874,0.003356,0.939502,
rock,granite,0.800,3,512,0.975951,-0.338181,0.569158,0.008340,0.939243,
rock,granite,0.800,4,512,0.954194,-0.359304,0.546389,0.006731,0.936197,
rock,granite,0.700,7,512,0.998573,-0.275236,0.502415,0.004329,1.764585,
rock,granite,0.800,5,512,1.097521,-0.250241,0.819269,0.003134,0.911506,
rock,granite,0.700,10,512,0.976097,-0.283298,0.465821,0.007890,1.672695,
rock,granite,0.800,7,512,1.042486,-0.344889,0.587693,0.004263,0.925103,
rock,granite,0.800,9,512,1.031434,-0.326500,0.477293,0.007337,0.941472,
rock,granite,0.800,11,512,1.024245,-0.283954,0.836693,0.002390,0.926753,
rock,granite,0.900,0,512,1.045816,-0.377899,0.660495,0.003540,0.939407,
rock,granite,0.900,1,512,1.064059,-0.299928,0.141475,0.002908,0.920985,
rock,granite,0.900,2,512,1.078659,-0.342496,0.481106,0.003440,0.923036,
rock,granite,0.800,6,512,1.020549,-0.316328,0.641265,0.005974,1.658531,
rock,granite,0.900,4,512,1.004168,-0.402270,0.733498,0.004436,0.910802,
rock,granite,0.800,8,512,1.013282,-0.318945,0.577049,0.004414,1.662988,
rock,granite,0.900,6,512,1.067339,-0.381248,0.581467,0.006260,0.906179,
rock,granite,0.800,10,512,1.014377,-0.319886,0.355082,0.005046,1.720273,
rock,granite,0.900,7,512,1.118029,-0.366033,0.756367,0.002619,0.906611,
rock,granite,0.900,9,512,1.074025,-0.375447,0.431717,0.005314,0.899643,
rock,granite,0.900,8,512,1.054744,-0.372597,0.487243,0.004401,1.035794,
rock,granite,0.900,3,512,1.041202,-0.410810,0.398950,0.004225,1.705672,
rock,granite,0.900,10,512,1.057704,-0.389478,0.394637,0.004416,0.925626,
rock,granite,0.900,11,512,1.106062,-0.242693,0.941131,0.002054,0.938315,
rock,granite,1.000,1,512,1.126819,-0.373221,0.115882,0.002128,0.900459,
rock,granite,0.900,5,512,1.173245,-0.320305,0.854613,0.002772,1.698343,
rock,granite,1.000,3,512,1.109318,-0.494238,0.488313,0.004410,0.908077,
rock,granite,1.000,0,512,1.144093,-0.444360,0.463630,0.003998,1.371603,
rock,granite,1.000,5,512,1.251567,-0.360508,0.883259,0.002940,0.914037,
rock,granite,1.000,6,512,1.122051,-0.466809,0.524066,0.005654,0.854389,
rock,granite,1.000,9,512,1.147032,-0.482590,0.601251,0.004277,0.904685,
rock,granite,1.000,10,512,1.122275,-0.446206,0.368126,0.003801,0.900971,
rock,granite,1.000,11,512,1.189764,-0.274558,0.953955,0.001949,0.861181,
rock,granite,1.000,2,512,1.147371,-0.362090,0.755221,0.002439,1.684845,
rock,granite,1.000,4,512,1.063157,-0.488394,0.571110,0.004439,1.714530,
rock,vesicular,0.000,1,512,1.393376,-0.043700,0.515337,0.124376,1.068336,
rock,granite,1.000,8,512,1.183371,-0.386386,0.712719,0.003258,1.527413,
rock,vesicular,0.000,3,512,1.460951,-0.005695,0.498837,0.122621,1.081358,
rock,vesicular,0.000,4,512,1.377937,-0.030919,0.436524,0.111805,1.076757,
rock,granite,1.000,7,512,1.185826,-0.425808,0.726709,0.002286,1.862686,
rock,vesicular,0.000,2,512,1.400834,-0.023246,0.475508,0.128013,1.317042,
rock,vesicular,0.000,6,512,1.460148,-0.001284,0.492114,0.114594,1.080951,
rock,vesicular,0.000,7,512,1.454671,-0.028165,0.555256,0.107001,1.051369,
rock,vesicular,0.000,0,512,1.418755,-0.021376,0.515187,0.113983,1.994259,
rock,vesicular,0.000,10,512,1.425757,-0.026506,0.527944,0.112436,1.028933,
rock,vesicular,0.000,11,512,1.368102,-0.036819,0.427061,0.107954,1.133793,
rock,vesicular,0.100,0,512,1.352486,-0.046104,0.545324,0.078955,1.042174,
rock,vesicular,0.100,1,512,1.325878,-0.056871,0.511104,0.091106,1.153844,
rock,vesicular,0.000,5,512,1.410246,-0.034331,0.518291,0.109610,2.024400,
rock,vesicular,0.100,4,512,1.316138,-0.055941,0.518457,0.084459,1.045923,
rock,vesicular,0.100,3,512,1.380011,-0.023703,0.521413,0.090226,1.363072,
rock,vesicular,0.100,5,512,1.327957,-0.061524,0.542096,0.083175,1.140872,
rock,vesicular,0.000,9,512,1.350840,-0.102414,0.245573,0.059808,1.872623,
rock,vesicular,0.000,8,512,1.358714,-0.058633,0.297315,0.084825,2.253540,
rock,vesicular,0.100,6,512,1.384299,-0.018873,0.532449,0.083891,1.287240,
rock,vesicular,0.100,7,512,1.390632,-0.047335,0.577462,0.073107,1.069925,
rock,vesicular,0.100,8,512,1.318099,-0.029947,0.394090,0.087175,1.211465,
rock,vesicular,0.100,9,512,1.291058,-0.107470,0.301995,0.060196,1.042343,
rock,vesicular,0.100,2,512,1.324226,-0.044191,0.468201,0.096626,2.094671,
rock,vesicular,0.100,10,512,1.368941,-0.039968,0.517695,0.085324,1.187809,
rock,vesicular,0.200,0,512,1.297334,-0.070093,0.570548,0.053910,1.043560,
rock,vesicular,0.200,2,512,1.254420,-0.070176,0.499063,0.065354,1.178431,
rock,vesicular,0.200,3,512,1.304290,-0.048989,0.500661,0.061881,1.301536,
rock,vesicular,0.200,1,512,1.261631,-0.077078,0.506971,0.067556,1.333201,
rock,vesicular,0.200,6,512,1.315665,-0.044895,0.531883,0.057389,1.035927,
rock,vesicular,0.200,8,512,1.289107,-0.036385,0.501257,0.081056,1.049187,
rock,vesicular,0.200,7,512,1.330749,-0.071009,0.590514,0.049744,1.133812,
rock,vesicular,0.200,5,512,1.255755,-0.110749,0.575546,0.055395,1.470863,
rock,vesicular,0.100,11,512,1.313137,-0.058643,0.481001,0.086823,2.145682,
rock,vesicular,0.200,11,512,1.259672,-0.092180,0.558380,0.063004,1.049807,
rock,vesicular,0.200,10,512,1.318705,-0.064290,0.500661,0.060793,1.130018,
rock,vesicular,0.200,4,512,1.261494,-0.086042,0.553302,0.057423,2.158462,
rock,vesicular,0.300,0,512,1.256865,-0.093508,0.593495,0.037006,1.158139,
rock,vesicular,0.300,3,512,1.236481,-0.079544,0.485560,0.042872,1.009815,
rock,vesicular,0.300,2,512,1.195588,-0.100849,0.529128,0.042622,1.287819,
rock,vesicular,0.300,4,512,1.213203,-0.115953,0.584228,0.039169,1.032953,
rock,vesicular,0.300,5,512,1.234746,-0.152241,0.589775,0.039861,1.127829,
rock,vesicular,0.300,6,512,1.254682,-0.076378,0.532427,0.040158,1.190189,
rock,vesicular,0.200,9,512,1.248614,-0.109881,0.365609,0.062438,2.333167,
rock,vesicular,0.300,8,512,1.270758,-0.076429,0.564662,0.063921,1.060590,
rock,vesicular,0.300,1,512,1.202910,-0.103287,0.486829,0.049452,1.783093,
rock,vesicular,0.300,9,512,1.226809,-0.106637,0.430078,0.065044,1.168753,
rock,vesicular,0.300,11,512,1.227637,-0.132214,0.617397,0.041031,1.164967,
rock,vesicular,0.400,0,512,1.230561,-0.118978,0.615369,0.025892,1.203120,
rock,vesicular,0.300,7,512,1.279669,-0.095453,0.603049,0.034507,1.765853,
rock,vesicular,0.400,2,512,1.145696,-0.135079,0.559322,0.028395,1.036207,
rock,vesicular,0.400,3,512,1.178284,-0.115619,0.474831,0.030284,1.078505,
rock,vesicular,0.400,6,512,1.201799,-0.113031,0.533684,0.028924,1.062720,
rock,vesicular,0.400,4,512,1.172612,-0.147468,0.608050,0.027010,1.356800,
rock,vesicular,0.400,8,512,1.257836,-0.126330,0.593843,0.046113,1.162132,
rock,vesicular,0.300,10,512,1.272164,-0.093927,0.490603,0.044018,2.177970,
rock,vesicular,0.400,9,512,1.217801,-0.100600,0.499445,0.067250,1.140480,
rock,vesicular,0.400,1,512,1.153180,-0.135493,0.462787,0.036745,2.128746,
rock,vesicular,0.500,0,512,1.210108,-0.142773,0.636253,0.018634,1.067959,
rock,vesicular,0.400,5,512,1.235638,-0.187912,0.601465,0.030357,1.865336,
rock,vesicular,0.500,1,512,1.110124,-0.170744,0.445548,0.027113,1.078238,
rock,vesicular,0.400,10,512,1.231333,-0.130334,0.494797,0.032078,1.588704,
rock,vesicular,0.400,7,512,1.236631,-0.123272,0.615303,0.024583,2.180358,
rock,vesicular,0.500,2,512,1.107594,-0.173029,0.589333,0.019472,1.311685,
rock,vesicular,0.500,4,512,1.139703,-0.182305,0.629391,0.019141,1.131463,
rock,vesicular,0.500,3,512,1.133565,-0.157792,0.464707,0.022074,1.272429,
rock,vesicular,0.500,6,512,1.159392,-0.153975,0.535387,0.021556,1.086082,
rock,vesicular,0.500,8,512,1.243164,-0.170256,0.605192,0.032675,1.090825,
rock,vesicular,0.400,11,512,1.204006,-0.161683,0.670973,0.027735,2.229196,
rock,vesicular,0.500,10,512,1.198342,-0.171829,0.480547,0.023276,1.080914,
rock,vesicular,0.500,7,512,1.202948,-0.154416,0.627341,0.018095,1.352483,
rock,vesicular,0.500,9,512,1.214077,-0.094009,0.492182,0.056148,1.486054,
rock,vesicular,0.500,11,512,1.196165,-0.183040,0.719117,0.019692,1.300385,
rock,vesicular,0.600,2,512,1.081996,-0.213293,0.618919,0.013841,1.079935,
rock,vesicular,0.500,5,512,1.233363,-0.231535,0.615869,0.022831,2.181837,
rock,vesicular,0.600,3,512,1.100265,-0.206621,0.454998,0.016666,1.216231,
rock,vesicular,0.600,4,512,1.118203,-0.222794,0.649153,0.014013,1.173816,
rock,vesicular,0.600,5,512,1.223935,-0.274363,0.629062,0.016889,1.128796,
rock,vesicular,0.600,8,512,1.234784,-0.206130,0.615194,0.023654,1.119001,
rock,vesicular,0.600,10,512,1.172258,-0.218435,0.456321,0.017101,1.118313,
rock,vesicular,0.600,7,512,1.180961,-0.191318,0.625579,0.012993,1.533513,
rock,vesicular,0.600,0,512,1.196242,-0.170433,0.656196,0.013888,2.463569,
rock,vesicular,0.600,11,512,1.199570,-0.199052,0.762000,0.014659,1.156520,
rock,vesicular,0.600,1,512,1.077518,-0.214323,0.381171,0.015367,2.458070,
rock,vesicular,0.700,1,512,1.059852,-0.257257,0.328660,0.009170,1.109526,
rock,vesicular,0.600,9,512,1.212606,-0.091875,0.479107,0.040248,1.558780,
rock,vesicular,0.700,2,512,1.073730,-0.254881,0.639280,0.010113,1.202329,
rock,vesicular,0.700,3,512,1.078533,-0.258447,0.445568,0.013069,1.164549,
rock,vesicular,0.600,6,512,1.128156,-0.198716,0.537367,0.016693,2.514779,
rock,vesicular,0.700,5,512,1.220007,-0.309407,0.635955,0.012748,1.117859,
rock,vesicular,0.700,4,512,1.104464,-0.265349,0.667880,0.010644,1.473353,
rock,vesicular,0.700,8,512,1.231046,-0.238017,0.624081,0.017595,1.139209,
rock,vesicular,0.700,0,512,1.188406,-0.202645,0.675232,0.010766,2.370888,
rock,vesicular,0.700,10,512,1.154912,-0.269670,0.432437,0.012991,1.137249,
rock,vesicular,0.800,1,512,1.056055,-0.298656,0.285665,0.005839,1.131201,
rock,vesicular,0.800,0,512,1.190338,-0.246429,0.693389,0.008696,1.210490,
rock,vesicular,0.700,6,512,1.109720,-0.247883,0.539522,0.013472,1.700646,
rock,vesicular,0.700,7,512,1.172964,-0.233127,0.646655,0.009041,1.991645,
rock,vesicular,0.700,9,512,1.213957,-0.107510,0.468498,0.027202,1.927470,
rock,vesicular,0.700,11,512,1.206998,-0.211334,0.799829,0.011267,1.905879,
rock,vesicular,0.800,3,512,1.071238,-0.312011,0.460747,0.010217,1.151804,
rock,vesicular,0.800,5,512,1.221986,-0.338742,0.644571,0.009878,1.171092,
rock,vesicular,0.800,2,512,1.080280,-0.297386,0.647601,0.007608,1.736251,
rock,vesicular,0.800,7,512,1.180257,-0.276410,0.667241,0.006668,1.132552,
rock,vesicular,0.800,8,512,1.234985,-0.273400,0.632176,0.013470,1.176800,
rock,vesicular,0.800,9,512,1.211962,-0.146838,0.459885,0.017988,1.220514,
rock,vesicular,0.800,4,512,1.095692,-0.305551,0.685861,0.008442,1.862340,
rock,vesicular,0.800,6,512,1.102774,-0.299954,0.536570,0.011232,1.832720,
rock,vesicular,0.900,2,512,1.095262,-0.339979,0.652529,0.005982,1.167243,
rock,vesicular,0.800,10,512,1.146230,-0.326009,0.408985,0.010201,1.738796,
rock,vesicular,0.900,1,512,1.065090,-0.340939,0.250329,0.004030,1.379053,
rock,vesicular,0.900,3,512,1.078421,-0.363140,0.480868,0.008096,1.156975,
rock,vesicular,0.900,5,512,1.233195,-0.361925,0.664201,0.007895,1.130321,
rock,vesicular,0.900,0,512,1.199673,-0.296518,0.710693,0.007300,1.573298,
rock,vesicular,0.900,7,512,1.197776,-0.318523,0.687292,0.005197,1.148824,
rock,vesicular,0.900,6,512,1.107798,-0.354765,0.543314,0.008959,1.204577,
rock,vesicular,0.800,11,512,1.216416,-0.227567,0.832851,0.008787,1.979822,
rock,vesicular,0.900,4,512,1.097068,-0.348658,0.703239,0.007011,1.969703,
rock,vesicular,0.900,10,512,1.149433,-0.386022,0.386043,0.008266,1.183452,
rock,vesicular,1.000,0,512,1.215736,-0.350580,0.727167,0.006335,1.158740,
rock,vesicular,1.000,1,512,1.086701,-0.383259,0.221154,0.003052,1.175325,
rock,vesicular,0.900,9,512,1.206287,-0.208082,0.452339,0.012052,1.552912,
rock,vesicular,1.000,2,512,1.121571,-0.382649,0.653096,0.004895,1.193469,
rock,vesicular,0.900,11,512,1.228112,-0.242224,0.855001,0.006867,1.399219,
rock,vesicular,1.000,3,512,1.097713,-0.414126,0.472479,0.006319,1.196163,
rock,vesicular,0.900,8,512,1.249273,-0.318812,0.639726,0.010598,2.074689,
rock,vesicular,1.000,4,512,1.110589,-0.395006,0.720073,0.006062,1.220348,
rock,vesicular,1.000,5,512,1.252777,-0.384196,0.691023,0.006570,1.268460,
rock,vesicular,1.000,8,512,1.270917,-0.367997,0.646898,0.008561,1.179150,
rock,vesicular,1.000,9,512,1.203539,-0.288288,0.445249,0.008404,1.142756,
rock,vesicular,1.000,7,512,1.224086,-0.363431,0.706758,0.004233,1.382988,
rock,vesicular,1.000,11,512,1.247590,-0.256020,0.872658,0.005433,1.162389,
rock,vesicular,1.000,10,512,1.161926,-0.449165,0.369301,0.006847,1.165389,
rock,vesicular,1.000,6,512,1.126497,-0.412674,0.551455,0.007397,1.958672,
rock,turbulent,0.000,2,512,1.311515,-0.006464,0.473040,0.122222,1.678394,
rock,turbulent,0.000,0,512,1.326383,-0.002757,0.508419,0.112460,1.969551,
rock,turbulent,0.000,4,512,1.307654,-0.001752,0.448094,0.109970,1.700325,
rock,turbulent,0.000,5,512,1.319362,-0.002884,0.490174,0.110061,1.880917,
rock,turbulent,0.000,6,512,1.347013,0.005266,0.522829,0.109855,1.618889,
rock,turbulent,0.000,7,512,1.372269,0.002780,0.520359,0.114077,1.622705,
rock,turbulent,0.000,1,512,1.322090,-0.005001,0.536622,0.112886,2.649348,
rock,turbulent,0.000,10,512,1.316545,-0.005019,0.547850,0.109902,1.622476,
rock,turbulent,0.000,9,512,1.302558,0.000118,0.483572,0.109403,1.626475,
rock,turbulent,0.000,3,512,1.351890,0.006336,0.506611,0.122205,2.683893,
rock,turbulent,0.000,8,512,1.295256,-0.002435,0.496920,0.102493,1.901037,
